case_enquiry_id,open_dt,target_dt,closed_dt,ontime,case_status,closure_reason,case_title,subject,reason,type,queue,department,submittedphoto,closedphoto,location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,location_street_name,location_zipcode,latitude,longitude,source
101004256367,2022-04-14 08:26:00,2022-07-13 08:26:27,2022-04-15 14:51:03,ONTIME,Closed,Case Closed. Closed date : Fri Apr 15 14:51:03 EDT 2022 Noted Inspection conducted an emergency notice to be written  ,SCH4/15Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,5 Gordon Pl  Dorchester  MA  02122,7,03,3,C11,Dorchester,8,Ward 15,1506,5 Gordon Pl,02122,42.3017,-71.0585,Constituent Call
101004246251,2022-04-05 22:15:00,2022-07-04 22:15:27,2022-04-06 08:56:01,ONTIME,Closed,Case Closed. Closed date : 2022-04-06 08:56:01.237 resolved not a housing issue.  supervisor Iris ones spoke with the occupant and will give the management comany a courtesey call ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,85 Tennis Rd  Mattapan  MA  02126,8,07,5,B3,Greater Mattapan,9,Ward 18,1803,85 Tennis Rd,02126,42.2771,-71.0969,Constituent Call
101004374605,2022-07-02 16:55:53,2022-09-30 16:55:53,2022-07-02 16:59:04,ONTIME,Closed,Case Closed. Closed date : 2022-07-02 16:59:04.617 Case Invalid ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,7 Waldren Rd  Roxbury  MA  02119,9,10B,7,E13,Roxbury,13,11,1103,7 Waldren Rd,02119,42.3594,-71.0587,Constituent Call
101004376248,2022-07-05 09:05:00,2022-10-03 09:05:22,2022-07-07 11:02:55,ONTIME,Closed,Case Closed. Closed date : Thu Jul 07 11:02:55 EDT 2022 Resolved No cause  hvac system was blowing cold air  ,SCH7/7Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,4 Ogden St  Dorchester  MA  02124,8,07,4,B3,Dorchester,7,Ward 17,1704,4 Ogden St,02124,42.281,-71.071,Constituent Call
101004376538,2022-07-05 10:57:00,2022-10-03 10:57:01,,OVERDUE,Open, ,SCH7/12Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,260 Seaver St  Dorchester  MA  02121,9,10B,7,B2,Dorchester,13,12,1207,260 Seaver St,02121,42.3064,-71.0864,Constituent Call
101004268887,2022-04-25 14:08:00,2022-07-24 14:08:15,2022-04-29 17:46:28,ONTIME,Closed,Case Closed. Closed date : Fri Apr 29 17:46:28 EDT 2022 Resolved No cause occupant canceled  ,SCH4/29Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,11 W Broadway   South Boston  MA  02127,6,05,2,C6,South Boston,5,06,0601,11 W Broadway ,02127,42.3594,-71.0587,Constituent Call
101004380393,2022-07-07 21:01:00,2022-10-05 21:01:42,2022-07-08 15:48:14,ONTIME,Closed,Case Closed. Closed date : 2022-07-08 15:48:14.94 Case Resolved ,SCH7/14Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,50 Annunciation Rd  Mission Hill  MA  02120,9,10A,7,B2,Mission Hill,13,Ward 4,0409,50 Annunciation Rd,02120,42.3351,-71.0929,Constituent Call
101004385491,2022-07-12 10:48:00,2022-10-10 10:48:50,2022-07-15 12:00:55,ONTIME,Closed,Case Closed. Closed date : Fri Jul 15 12:00:55 EDT 2022 Noted Notice written ,SCH7/15Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,42 Logan Way  South Boston  MA  02127,6,05,2,C6,South Boston / South Boston Waterfront,5,Ward 7,0707,42 Logan Way,02127,42.3278,-71.0547,Constituent Call
101004252591,2022-04-11 13:15:00,2022-07-10 13:15:52,2022-04-19 07:56:50,ONTIME,Closed,Case Closed. Closed date : Tue Apr 19 07:56:50 EDT 2022 Resolved No cause. ,SCH4/15Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,15 Stimson St  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,12,Ward 20,2015,15 Stimson St,02132,42.26,-71.1577,Constituent Call
101004276376,2022-05-01 17:16:00,2022-07-30 17:16:56,2022-05-02 16:02:19,ONTIME,Closed,Case Closed. Closed date : Mon May 02 16:02:19 EDT 2022 Resolved Spoke with occupant   door lock has been replaced.  ,DISP5/2Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,30-32 Fairlawn Ave  Mattapan  MA  02126,8,08,5,E18,Greater Mattapan,9,18,1821,30-32 Fairlawn Ave,02126,42.2682,-71.1007,Constituent Call
101004253841,2022-04-12 11:43:00,2022-07-11 11:43:54,2022-04-19 10:36:00,ONTIME,Closed,Case Closed. Closed date : Tue Apr 19 10:36:00 EDT 2022 Resolved No Answer  ,SCH4/19Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,10 Moore St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,0111,10 Moore St,02128,42.3839,-71.0198,Constituent Call
101004278269,2022-05-03 08:19:00,2022-08-01 08:19:59,2022-05-06 09:15:52,ONTIME,Closed,Case Closed. Closed date : Fri May 06 09:15:52 EDT 2022 Resolved Violation order issued  ,SCH5/5Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,1338 River St  Hyde Park  MA  02136,12,08,5,E18,Hyde Park,10,Ward 18,1818,1338 River St,02136,42.255,-71.1272,Constituent Call
101004119591,2022-01-07 22:24:00,2022-04-07 22:24:31,2022-01-14 15:08:32,ONTIME,Closed,Case Closed. Closed date : 2022-01-14 15:08:32.12 Case Invalid This is not a housing complaint. ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,25 Wheatland Ave  Dorchester  MA  02124,8,07,4,B3,Dorchester,9,Ward 17,1703,25 Wheatland Ave,02124,42.2938,-71.0733,Constituent Call
101004283540,2022-05-06 19:33:19,2022-08-04 19:33:20,2022-05-06 19:41:04,ONTIME,Closed,Case Closed. Closed date : 2022-05-06 19:41:04.163 Case Invalid ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,48 Sumner St  Dorchester  MA  02125,7,03,3,C11,Dorchester,7,13,1306,48 Sumner St,02125,42.3594,-71.0587,Constituent Call
101004395947,2022-07-20 13:29:00,2022-10-18 13:29:15,2022-07-21 11:29:10,ONTIME,Closed,Case Closed. Closed date : 2022-07-21 11:29:10.57 resolved no address ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,INTERSECTION of Stratton St & Westview St  Dorchester  MA  ,8,07,4,B3,Greater Mattapan,9,14,1410,INTERSECTION Stratton St & Westview St,,42.3594,-71.0587,Constituent Call
101004278245,2022-05-03 08:13:00,2022-08-01 08:13:58,2022-05-03 09:28:02,ONTIME,Closed,Case Closed. Closed date : 2022-05-03 09:28:02.997 Case Resolved Refer to case 101004278269 ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,1338 River St  Hyde Park  MA  02136,12,08,5,E18,Hyde Park,10,Ward 18,1818,1338 River St,02136,42.255,-71.1272,Constituent Call
101004290632,2022-05-13 09:23:00,2022-08-11 09:23:24,2022-05-13 10:59:56,ONTIME,Closed,Case Closed. Closed date : 2022-05-13 10:59:56.44 Case Resolved Spoke to constituent and this isn't a house complaint. I did send constituent to GBLS for complaint. ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,85 Esmond St  Dorchester  MA  02121,7,03,4,B3,Greater Mattapan,8,Ward 14,1407,85 Esmond St,02121,42.297,-71.084,Constituent Call
101004404376,2022-07-27 09:55:00,2022-10-25 09:55:12,2022-08-04 07:12:41,ONTIME,Closed,Case Closed. Closed date : Thu Aug 04 07:12:41 EDT 2022 Resolved No cause. ,SCH8/3Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,976 Morton St  Dorchester  MA  02124,8,07,3,B3,Dorchester,7,Ward 17,1712,976 Morton St,02124,42.2797,-71.0807,Constituent Call
101004291061,2022-05-13 13:05:22,2022-08-11 13:05:22,2022-05-13 15:52:13,ONTIME,Closed,Case Closed. Closed date : 2022-05-13 15:52:13.29 Duplicate of Existing Case Refer to case: 1010042941068 ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,16 Ronald St  Dorchester  MA  02121,7,03,4,C11,Dorchester,8,14,1404,16 Ronald St,02121,42.3594,-71.0587,Constituent Call
101004406050,2022-07-28 11:25:40,2022-10-26 11:25:40,2022-07-29 08:32:34,ONTIME,Closed,Case Closed. Closed date : 2022-07-29 08:32:34.38 Case Noted No information provided. 7/29/22 ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,860 Harrison Ave  Roxbury  MA  02118,7,10B,2,D4,Roxbury,6,08,0802,860 Harrison Ave,02118,42.3594,-71.0587,Constituent Call
101004297564,2022-05-18 15:15:00,2022-08-16 15:15:20,2022-08-03 09:35:27,ONTIME,Closed,Case Closed. Closed date : Wed Aug 03 09:35:27 EDT 2022 Noted Notice written  ,SCH5/27Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,5 Shabazz Way  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,08,0804,5 Shabazz Way,02119,42.33,-71.0809,Constituent Call
101004142779,2022-01-21 11:23:00,2022-04-21 11:23:37,2022-01-25 13:18:56,ONTIME,Closed,Case Closed. Closed date : Tue Jan 25 13:18:56 EST 2022 Resolved Inspection no longer needed by occupant  case closed. ,SCHEDULED Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,40 Annunciation Rd  Mission Hill  MA  02120,9,10A,7,B2,Mission Hill,13,Ward 4,0409,40 Annunciation Rd,02120,42.3355,-71.0925,Constituent Call
101004308421,2022-05-19 09:12:37,2022-08-17 09:12:37,2022-05-19 09:24:17,ONTIME,Closed,Case Closed. Closed date : 2022-05-19 09:24:17.52 Duplicate of Existing Case refer to 101004308433 ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,9-11 Cass St  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,12,20,2016,9-11 Cass St,02132,42.3594,-71.0587,Constituent Call
101004145429,2022-01-24 15:59:00,2022-04-24 15:59:05,2022-01-26 15:39:46,ONTIME,Closed,Case Closed. Closed date : 2022-01-26 15:39:46.51 Case Resolved Tenant called to tell us the issue has been resolved and he wants to cancel the inspection  ,SCHEDULED Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,333 Massachusetts Ave  Boston  MA  02115,9,10A,7,D4,Boston,13,04,0408,333 Massachusetts Ave,02115,42.3422,-71.0847,Constituent Call
101004278618,2022-05-03 11:13:00,2022-08-01 11:13:57,2022-05-05 07:35:50,ONTIME,Closed,Case Closed. Closed date : Thu May 05 07:35:50 EDT 2022 Noted Notice written. ,SCH5/4Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,214 Hemenway St  Boston  MA  02115,4,10A,7,D4,Fenway / Kenmore / Audubon Circle / Longwood,13,Ward 4,0409,214 Hemenway St,02115,42.3402,-71.0914,Constituent Call
101004297199,2022-05-18 11:26:00,2022-08-16 11:26:21,2022-05-20 09:04:38,ONTIME,Closed,Case Closed. Closed date : Fri May 20 09:04:38 EDT 2022 Resolved No Cause  occupant stated repairs corrected 5/20/22 ,SCH5/20Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,2 Dudley Ter  Dorchester  MA  02125,7,03,3,B2,Dorchester,13,07,0710,2 Dudley Ter,02125,42.3182,-71.0672,Constituent Call
101004420740,2022-08-09 12:58:00,2022-11-07 12:58:58,2022-08-17 16:38:26,ONTIME,Closed,Case Closed. Closed date : Wed Aug 17 16:38:26 EDT 2022 Resolved Violation order issued  ,SCH8/12Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,100 W Dedham St  Roxbury  MA  02118,4,1C,2,D4,Roxbury,6,09,0901,100 W Dedham St,02118,42.3423,-71.0735,Constituent Call
101004422070,2022-08-10 11:42:00,2022-11-08 11:42:32,2022-08-17 16:01:31,ONTIME,Closed,Case Closed. Closed date : Wed Aug 17 16:01:31 EDT 2022 Noted Notice written 8/17/22 DM  ,SCH8/17Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,INTERSECTION of Edgewood St & Blue Hill Ave  Roxbury  MA  ,7,10B,9,B2,Roxbury,13,13,1301,INTERSECTION Edgewood St & Blue Hill Ave,,42.3594,-71.0587,Constituent Call
101004155115,2022-01-31 10:10:00,2022-05-01 10:10:49,2022-02-10 14:37:57,ONTIME,Closed,Case Closed. Closed date : Thu Feb 10 14:37:57 EST 2022 Resolved No cause. ,SCHEDULED Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,11 Nott St  Hyde Park  MA  02136,12,08,5,E18,Hyde Park,10,18,1813,11 Nott St,02136,42.2546,-71.1191,Constituent Call
101004317857,2022-05-26 09:42:00,2022-08-24 09:42:27,,OVERDUE,Open, ,SCH6/3Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,23 Greenwich Park  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 4,0404,23 Greenwich Park,02118,42.3429,-71.0805,Constituent Call
101004424149,2022-08-11 15:25:00,2022-11-09 15:25:56,2022-08-16 07:40:12,ONTIME,Closed,Case Closed. Closed date : Tue Aug 16 07:40:12 EDT 2022 Resolved No cause. ,SCH8/12Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,624 Hyde Park Ave  Roslindale  MA  02131,12,08,5,E18,Roslindale,10,Ward 18,1808,624 Hyde Park Ave,02131,42.279,-71.1188,Constituent Call
101004288286,2022-05-11 14:20:00,2022-08-09 14:20:03,,OVERDUE,Open, ,SCH5/12Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,1875 Dorchester Ave  Dorchester  MA  02124,8,07,3,C11,Dorchester,8,Ward 16,1603,1875 Dorchester Ave,02124,42.287,-71.0642,Constituent Call
101004291068,2022-05-13 13:07:00,2022-08-11 13:07:29,2022-05-18 08:09:20,ONTIME,Closed,Case Closed. Closed date : 2022-05-18 08:09:20.647 Case Noted Constituent called to close case and cancel inspection  property owner is fixing issue.  ,SCH5/18Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,INTERSECTION of Morse St & Ronald St  Dorchester  MA  ,7,03,4,C11,Roxbury,8,14,1404,INTERSECTION Morse St & Ronald St,,42.3594,-71.0587,Constituent Call
101004291163,2022-05-13 14:13:00,2022-08-11 14:13:19,2022-05-16 11:00:39,ONTIME,Closed,Case Closed. Closed date : 2022-05-16 11:00:39.887 Duplicate of Existing Case Refer to Case: 101004285542 ,DISP5/13Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,1191 Boylston St  Boston  MA  02215,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 5,0502,1191 Boylston St,02215,42.3462,-71.0942,Constituent Call
101004427839,2022-08-15 11:26:15,2022-11-13 11:26:15,2022-08-15 11:26:57,ONTIME,Closed,Case Closed. Closed date : 2022-08-15 11:26:57.533 Case Invalid ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,54 Hollander St  Dorchester  MA  02121,9,10B,7,B2,Roxbury,13,Ward 12,1208,54 Hollander St,02121,42.3159,-71.0909,Constituent Call
101004429773,2022-08-16 14:49:00,2022-11-14 14:49:52,2022-08-17 12:31:25,ONTIME,Closed,Case Closed. Closed date : 2022-08-17 12:31:25.0 Caller calls and close  reportstoilet fixed ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,6 Stockton St  Dorchester  MA  02124,8,07,4,B3,Dorchester,9,Ward 17,1710,6 Stockton St,02124,42.2828,-71.0722,Constituent Call
101004294204,2022-05-16 12:06:00,2022-08-14 12:06:58,2022-06-15 13:16:35,ONTIME,Closed,Case Closed. Closed date : Wed Jun 15 13:16:35 EDT 2022 Resolved No Cause  - All repairs corrected 6/15/22 DM  ,SCH5/18Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,20 Rev Richard A Burke St  South Boston  MA  02127,6,05,2,C6,South Boston,5,07,0705,20 Rev Richard A Burke St,02127,42.3319,-71.0516,Constituent Call
101004162527,2022-02-02 16:04:00,2022-05-03 16:04:31,,OVERDUE,Open, ,SCH 2/16Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,14 E Brookline St  Roxbury  MA  02118,4,1C,2,D4,Roxbury,6,08,0801,14 E Brookline St,02118,42.3594,-71.0587,Constituent Call
101004308269,2022-05-19 08:25:00,2022-08-17 08:25:22,2022-05-26 10:43:46,ONTIME,Closed,Case Closed. Closed date : Thu May 26 10:43:46 EDT 2022 Noted Notice written 5/25 Cm ,SCH 5/24 Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,195 Trenton St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,0109,195 Trenton St,02128,42.3805,-71.0316,Constituent Call
101004310274,2022-05-20 13:53:00,2022-08-18 13:53:18,,OVERDUE,Open, ,SCH 5/27 Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,14 Leverett Ave  East Boston  MA  02128,1,09,1,A7,East Boston,1,01,0112,14 Leverett Ave,02128,42.3894,-70.996,Constituent Call
101004119571,2022-01-07 21:29:00,2022-04-07 21:29:08,2022-01-07 21:47:46,ONTIME,Closed,Case Closed. Closed date : 2022-01-07 21:47:46.653 Case Invalid ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,25 Wheatland Ave  Dorchester  MA  02124,8,07,4,B3,Dorchester,9,Ward 17,1703,25 Wheatland Ave,02124,42.2938,-71.0733,Constituent Call
101004122964,2022-01-11 12:53:00,2022-04-11 12:53:11,2022-02-10 08:15:37,ONTIME,Closed,Case Closed. Closed date : Thu Feb 10 08:15:37 EST 2022 Resolved Occupant states he has covid  will call back to make new appointment. ,SCHEDULED Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,36 Cherokee St  Mission Hill  MA  02120,9,10A,8,B2,Mission Hill,14,Ward 10,1005,36 Cherokee St,02120,42.3306,-71.1013,Constituent Call
101004313825,2022-05-23 15:25:00,2022-08-21 15:25:24,2022-06-01 18:41:17,ONTIME,Closed,Case Closed. Closed date : Wed Jun 01 18:41:17 EDT 2022 Resolved Constituent canceled   L/L made the repairs.  ,SCH5/31Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,225 Dorchester St  South Boston  MA  02127,6,05,2,C6,South Boston,5,07,0705,225 Dorchester St,02127,42.3333,-71.051,Constituent Call
101004447549,2022-08-22 15:35:00,2022-11-20 15:35:32,2022-08-31 20:08:16,ONTIME,Closed,Case Closed. Closed date : Wed Aug 31 20:08:16 EDT 2022 Resolved No Cause. Management has taken care of occupants  complaints. ,SCH8/31Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,698 Massachusetts Ave  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,0802,698 Massachusetts Ave,02118,42.3353,-71.0751,Constituent Call
101004316872,2022-05-25 14:29:00,2022-08-23 14:29:08,2022-06-02 22:26:14,ONTIME,Closed,Case Closed. Closed date : Thu Jun 02 22:26:14 EDT 2022 Resolved No Cause  landlord repaired issues 6/2/22 DM  ,SCH 6/2 Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,51 Glenway St  Dorchester  MA  02121,7,03,4,B3,Greater Mattapan,8,Ward 14,1406,51 Glenway St,02121,42.3008,-71.0838,Constituent Call
101004450650,2022-08-24 15:51:00,2022-11-22 15:51:25,2022-09-27 10:21:05,ONTIME,Closed,Case Closed. Closed date : Tue Sep 27 10:21:05 EDT 2022 Resolved No cause unable to do inspection. Minor on unit. Occupant will call to reschedule  ,SCH8/30Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,492 Harvard St  Dorchester  MA  02124,8,07,4,B3,Greater Mattapan,9,Ward 14,1411,492 Harvard St,02124,42.2876,-71.0936,Constituent Call
101004128034,2022-01-17 08:31:00,2022-04-17 08:31:20,2022-01-31 14:44:36,ONTIME,Closed,Case Closed. Closed date : Mon Jan 31 14:44:36 EST 2022 Noted Notice written 1/31/22 ,SCHEDULED Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,5 Oak St  Boston  MA  02116,4,1C,2,A1,Boston,4,03,0308,5 Oak St,02116,42.3483,-71.0647,Constituent Call
101004173359,2022-02-10 00:34:00,2022-05-11 00:34:27,,OVERDUE,Open, ,SCH 2/11Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,39 Warren St  Roxbury  MA  02119,9,10B,7,B2,Roxbury,13,Ward 9,0804,39 Warren St,02119,42.3293,-71.0836,Constituent Call
101004324412,2022-06-01 07:53:00,2022-08-30 07:53:13,2022-06-03 13:59:57,ONTIME,Closed,Case Closed. Closed date : Fri Jun 03 13:59:57 EDT 2022 Resolved Dwelling front door lock cylinder missing  mgmt on site and did replace cylinder while present. Front door lock is now in operable condition. Case closed. ,SCH 6/3 Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,130 Brookway Rd  Roslindale  MA  02131,12,02,5,E5,Roslindale,10,19,1911,130 Brookway Rd,02131,42.2922,-71.1193,Constituent Call
101004343202,2022-06-15 12:30:00,2022-09-13 12:30:56,,OVERDUE,Open, ,SCH6/22Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,120 Humboldt Ave  Dorchester  MA  02121,9,10B,7,B2,Roxbury,13,Ward 12,1202,120 Humboldt Ave,02121,42.316,-71.0868,Constituent Call
101004343608,2022-06-15 16:33:00,2022-09-13 16:33:42,2022-06-23 10:23:55,ONTIME,Closed,Case Closed. Closed date : Thu Jun 23 10:23:55 EDT 2022 Noted Violations found. Notice written. ,SCH6/23Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,65 Westland Ave  Boston  MA  02115,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 4,0407,65 Westland Ave,02115,42.344,-71.0885,Constituent Call
101004327664,2022-06-03 10:03:00,2022-09-01 10:03:02,2022-06-07 11:15:40,ONTIME,Closed,Case Closed. Closed date : Tue Jun 07 11:15:40 EDT 2022 Noted Notice written ,SCH6/7Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,65 Westland Ave  Boston  MA  02115,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 4,0407,65 Westland Ave,02115,42.344,-71.0885,Constituent Call
101004146203,2022-01-25 13:07:00,2022-04-25 13:07:08,2022-02-04 22:01:30,ONTIME,Closed,Case Closed. Closed date : Fri Feb 04 22:01:30 EST 2022 Resolved Inspection no longer needed by occupant  case closed. ,SCHEDULED Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,240 Parker Hill Ave  Mission Hill  MA  02120,9,10A,8,B2,Mission Hill,14,Ward 10,1005,240 Parker Hill Ave,02120,42.3288,-71.1014,Self Service
101004146223,2022-01-25 13:24:00,2022-04-25 13:24:49,,OVERDUE,Open, ,DISPATCHED Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,26 E Brookline St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,0801,26 E Brookline St,02118,42.3388,-71.0713,Constituent Call
101004330955,2022-06-06 10:11:58,2022-09-04 10:11:59,2022-06-06 15:49:21,ONTIME,Closed,Case Closed. Closed date : 2022-06-06 15:49:21.253 Case Noted Was not able to get incontact with the constituents to get a physical address. ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,INTERSECTION of Druid St & Morton St  Mattapan  MA  ,8,07,4,B3,Dorchester,7,17,1712,INTERSECTION Druid St & Morton St,,42.3594,-71.0587,Self Service
101004358191,2022-06-19 20:30:00,2022-09-17 20:30:18,2022-06-24 17:55:50,ONTIME,Closed,Case Closed. Closed date : Fri Jun 24 17:55:50 EDT 2022 Resolved No Cause  spoke with owner she's going to coordinate with the tenants to maintain yard 6/24/22 DM  ,SCH6/24Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,32 Raven St  Dorchester  MA  02125,7,03,3,C11,Dorchester,7,Ward 13,1307,32 Raven St,02125,42.3178,-71.0546,Constituent Call
101004192683,2022-02-17 14:48:27,2022-05-18 14:48:27,,OVERDUE,Open, ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,27 Egremont Rd  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2112,27 Egremont Rd,02135,42.3411,-71.1431,Self Service
